线索来源,日期,车次/车牌/航班/场所名,出行类型,出发站,到达站,车厢,出行描述,开始时间,结束时间,提交时间,事件备注
 安徽共青团 , 01-19 ,蚌怀公交车K301,  公交车  ,蚌埠站,怀远县,,"蚌埠市怀远县可能发车时间在16时-17时,约18:00左右在怀远县江山御景C区朋友处留宿。",1/19/2020 16:00,1/19/2020 18:00,1/31/2020 22:11,
 驻马店网 , 01-19 ,K1628,  火车  ,武昌,驻马店,4号车厢,4车厢23号,1/19/2020 8:35,1/19/2020 12:54,2/4/2020 1:19,
 安徽共青团 , 01-19 ,安徽省蚌埠市怀远县江山御景C区,  其它公共场所  ,蚌埠,蚌埠,,,1/19/2020 18:00,1/20/2020 8:00,1/31/2020 22:11,
 西安发布 , 01-19 ,K447,  火车  ,信阳,西安,,无座,1/19/2020 3:26,1/19/2020 12:57,2/4/2020 1:19,
 南昌高新区发布 , 01-19 ,Z391,  火车  ,武昌,南昌西,1号车厢,,1/19/2020 10:15,1/19/2020 14:02,2/4/2020 1:19,
 山西日报 , 01-19 ,G476,  火车  ,烟台南,北京南,12号车厢,座位：011A,1/19/2020 9:45,1/19/2020 15:18,2/4/2020 1:19,
 人民日报 , 01-19 ,K7920,  火车  ,呼和浩特,化德县,11号车厢,座位082号,1/19/2020 12:53,1/19/2020 16:28,2/4/2020 1:19,
 人民日报 , 01-19 ,CA8255,  飞机  ,武汉,呼和浩特,,,1/19/2020 0:00,1/19/2020 23:59,1/29/2020 22:17,
 人民日报 , 01-19 ,CA8275,  飞机  ,武汉,包头,,,1/19/2020 0:00,1/19/2020 23:59,1/29/2020 22:17,
 颍上县人民政府发布 , 01-19 ,K1624,  火车  ,武汉,阜阳,18号车厢,无座,1/19/2020 18:26,1/19/2020 23:27,2/4/2020 1:19,
 人民日报 , 01-19 ,Z4178,  火车  ,武昌,郑州,13号车厢,,1/19/2020 13:37,1/19/2020 18:20,2/1/2020 20:30,
 人民日报 , 01-19 ,G488,  火车  ,南昌西,北京西,5号车厢,,1/19/2020 10:49,1/19/2020 17:06,2/1/2020 20:30,
 宣城市卫生健康委员会 , 01-19 ,D2190,  火车  ,武汉汉口,合肥南,5号车厢,座位09D,1/19/2020 9:36,1/19/2020 11:42,1/30/2020 13:47,
 吉林省卫生健康委员会 , 01-19 ,G8011,  火车  ,沈阳,长春,1号车厢,12D,1/19/2020 13:08,1/19/2020 14:39,2/1/2020 20:30,
 人民日报 , 01-19 ,T182/T183,  火车  ,汉口,沈阳北,9号车厢,,1/19/2020 14:57,1/20/2020 12:28,2/1/2020 20:30,
 新疆乌鲁木齐市新型冠状病毒感染的肺炎疫情防控指挥部 , 01-19 ,T307,  火车  ,武昌,陇西,8号车厢,20号下铺乘客,1/19/2020 19:10,1/20/2020 13:00,1/27/2020 18:42,
 呼和浩特日报 , 01-19 ,蒙AY6679,  出租车  ,呼和浩特赛罕区凯德MALL商场,呼和浩特火车站,,,1/19/2020 10:45,1/19/2020 11:30,2/3/2020 1:49,
 人民日报 , 01-19 ,CZ3123,  飞机  ,长沙,北京,37C,,1/19/2020 7:35,1/19/2020 9:50,2/5/2020 12:27,
 呼和浩特日报 , 01-19 ,K7925,  火车  ,呼和浩特,包头萨拉齐,11号车厢,座位号0084,1/19/2020 13:00,1/19/2020 14:32,2/3/2020 1:49,
 大同日报、大同市人民政府官网 , 01-19 ,大同70路公交车,  公交车  ,大同火车站脑科医院附近,曹夫楼社区站,,当地已停运70路公交车，70路公交车驾驶员暂不外出，居家医学观察,1/19/2020 17:33,1/19/2020 23:59,1/30/2020 23:50,
 兴文发布 , 01-19 ,G2803,  火车  ,成都东,宜宾兴文,2号车厢,终点：昆明南,1/19/2020 8:00,1/19/2020 9:49,1/31/2020 11:10,
 新浪新闻 , 01-19 ,G1168,  火车  ,宜昌东,广州南,6号车厢3排D座,经过汉口/武汉,1/19/2020 9:16,1/19/2020 16:38,1/27/2020 19:33,
 红塔区发布 , 01-19 ,云F99B44,  出租车  ,昆明长水机场,华瑞小区（云南玉溪市红塔区红塔大道50号）,,,1/19/2020 21:00,1/19/2020 23:59,2/5/2020 0:19,
 广西壮族自治区卫生委官网 , 01-19 ,D3751,  火车  ,柳州,贵港,3号车厢,座位17A,1/19/2020 8:06,1/19/2020 9:09,2/5/2020 15:42,
 广西壮族自治区卫生委官网 , 01-19 ,D3751,  火车  ,柳州,贵港,3号车厢,座位17B,1/19/2020 8:06,1/19/2020 9:09,2/5/2020 15:42,
 云南发布 , 01-19 ,D8609,  火车  ,石林西,昆明南,,,1/19/2020 10:08,1/19/2020 10:27,1/31/2020 22:12,
 云南发布 , 01-19 ,D8797,  火车  ,昆明南,丽江,,,1/19/2020 10:57,1/19/2020 14:32,1/31/2020 22:12,
 四川日报 , 01-19 ,D366,  火车  ,武汉,成都东,03号车厢,,1/19/2020 7:38,1/19/2020 17:05,1/27/2020 19:41,
 央视新闻 , 01-19 ,Z336,  火车  ,武昌,郑州,2号车厢,,1/19/2020 23:00,1/20/2020 0:00,1/27/2020 19:41,
 江川发布 , 01-19 ,G7536,  火车  ,绍兴北,杭州东,11号车厢,7A座，27日确诊,1/19/2020 22:03,1/19/2020 22:23,1/31/2020 22:12,
 江川发布 , 01-19 ,G4931,  火车  ,杭州东,长沙南,11号车厢,3座，27日确诊,1/19/2020 22:55,1/20/2020 2:25,1/31/2020 22:12,
 人民日报 , 01-19 ,CA8296,  飞机  ,郑州,呼和浩特,,,1/19/2020 0:00,1/19/2020 23:59,2/1/2020 20:30,
 人民日报 , 01-19 ,CZ6520,  飞机  ,武汉,沈阳,,,1/19/2020 0:00,1/19/2020 23:59,2/1/2020 20:30,
 汤阴县新型冠状病毒感染的肺炎疫情防控工作指挥部 , 01-19 ,Z150,  火车  ,武昌,安阳,7号车厢,7间上铺,1/19/2020 10:14,1/19/2020 16:48,2/6/2020 1:23,
 汤阴县新型冠状病毒感染的肺炎疫情防控工作指挥部 , 01-19 ,豫EP1168,  公交车  ,安阳,汤阴,,车票号码10608072,1/19/2020 17:24,1/19/2020 18:42,2/6/2020 1:24,
 重庆市渝中区新型冠状病毒感染的肺炎疫情防控工作指挥部 , 01-19 ,金碧皇宫号游轮,  轮船  ,,,,重庆市，朝天门1码头上船,1/19/2020 21:00,1/19/2020 22:00,2/1/2020 21:09,
 淮安发布 , 01-19 ,南京南站--淮安汽车客运东站,  长途客车/大巴  ,南京南站,淮安汽车客运东站,,,1/19/2020 13:40,1/19/2020 18:00,2/3/2020 1:49,
 海南省卫生健康委员会 , 01-19 ,K457,  火车  ,武汉武昌,海口,1号车厢,,1/19/2020 17:13,1/20/2020 19:28,2/2/2020 0:34,
 重庆市江北区委外宣办 , 01-19 ,CZ2830,  飞机  ,武汉,重庆,,,1/19/2020 0:00,1/19/2020 17:05,2/4/2020 1:19,
 湖南疾控 , 01-19 ,K1073,  火车  ,武昌,汨罗,17号车厢,有1名乘客为新型冠状病毒的肺炎确诊病例,1/19/2020 7:44,1/19/2020 11:59,2/5/2020 0:19,
 丹东市新型冠状病毒感染的肺炎疫情防控指挥部 , 01-19 ,D7665,  火车  ,沈阳,凤城东,2号车厢,座位：13排A、B、C座,1/19/2020 13:45,1/19/2020 14:53,2/6/2020 13:10,
 西安直播 , 01-19 ,K316,  火车  ,武昌,商洛,16号车厢,,1/19/2020 6:00,1/19/2020 18:20,1/27/2020 20:17,
 大渝网 , 01-19 ,D367,  火车  ,重庆北,合川,,,1/19/2020 14:56,1/19/2020 15:23,2/5/2020 0:19,
 人民日报 , 01-19 ,T182,  火车  ,汉口,淮滨,7号车厢,,1/19/2020 14:57,1/19/2020 18:03,2/4/2020 1:26,
 大渝网 , 01-19 ,D627,  火车  ,汉口,重庆北,,,1/19/2020 7:31,1/19/2020 14:05,2/5/2020 0:19,
 人民日报 , 01-19 ,Z54,  火车  ,武昌,郑州,,,1/19/2020 6:26,1/19/2020 11:17,2/4/2020 1:26,
 四平市卫生健康委员会 , 01-19 ,JD5627,  飞机  ,三亚,沈阳,,座位号2C，经停武汉,1/19/2020 0:00,1/19/2020 23:59,1/27/2020 20:34,
 宿州发布 , 01-19 ,G1738,  火车  ,武汉站,合肥南,,,1/19/2020 8:25,1/19/2020 10:24,1/31/2020 22:12,
 宜都市新型冠状病毒感染的肺炎疫情防控指挥部 , 01-19 ,D5764,  火车  ,武昌,宜昌东,11号车厢,,1/19/2020 16:17,1/19/2020 18:28,2/2/2020 10:53,
 人民日报 , 01-19 ,Z292,  火车  ,汉口,郑州,,,1/19/2020 17:34,1/19/2020 22:47,2/4/2020 1:26,
 四平市卫生健康委员会 , 01-19 ,K4023,  火车  ,沈阳北,四平,,,1/19/2020 0:00,1/19/2020 23:59,1/27/2020 20:36,
 宿州发布 , 01-19 ,大巴,  长途客车/大巴  ,合肥旅游汽车站,泗县汽车站,,确诊病例2，女，27岁，武汉汉川来宿人员,1/19/2020 12:20,1/19/2020 23:59,1/31/2020 22:12,
 人民网 , 01-19 ,南方航空CZ3137,  飞机  ,武汉,北京,,南方航空,1/19/2020 12:00,1/19/2020 14:00,2/3/2020 1:49,
 现代快报全媒体 , 01-19 ,K1624,  火车  ,武汉,徐州,17号车厢,座位号17车33号座,1/19/2020 0:00,1/19/2020 23:59,1/27/2020 20:52,
 人民日报 , 01-19 ,A67107,  飞机  ,昆明,青岛,,座位号22E,1/19/2020 9:10,1/19/2020 12:35,1/27/2020 20:57,
 合肥交通广播 , 01-19 ,合肥地铁1号线,  地铁  ,合肥南站,合肥火车站,第4节车厢,1508次列车第4节车厢,1/19/2020 11:58,1/19/2020 12:20,2/2/2020 11:55,
 新浪广西 , 01-19 ,D8403,  火车  ,桂林北,北海,3号车厢,001F号座位,1/19/2020 8:00,1/19/2020 12:33,1/31/2020 22:12,
 广东省疾控中心 , 01-19 ,WD05200119,  轮船  ,广州（南沙）,广州（南沙）,数名新型冠状病毒感染者，曾乘坐编号“WD05200119”的“星梦邮轮—世界梦号”邮轮,途经越南芽庄和岘港,1/19/2020 22:00,1/24/2020 8:30,2/7/2020 13:48,
 大渝网 , 01-19 ,D625,  火车  ,汉口,石柱县,,,1/19/2020 8:26,1/19/2020 13:47,2/5/2020 0:19,
 隆尧县人民政府 , 01-19 ,Z96,  火车  ,汉口,邢台,1号车厢,座位：0027号,1/19/2020 23:42,1/20/2020 7:00,2/5/2020 0:19,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-19 ,CZ3137,  飞机  ,武汉,北京,,,1/19/2020 12:16,1/19/2020 13:56,2/2/2020 15:13,
 合肥在线 , 01-19 ,K92,  火车  ,合肥站,蚌埠站,15号车厢,无座,1/19/2020 12:50,1/19/2020 15:42,1/31/2020 22:12,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-19 ,MU2478,  飞机  ,武汉,锦州,,"深圳起飞,经武汉到锦州",1/19/2020 13:50,1/19/2020 16:30,2/2/2020 15:13,
 呼和浩特晚报 , 01-19 ,呼和浩特一号线,  地铁  ,机场站,市政府站,,11:15上车 12:30下车,1/19/2020 11:15,1/19/2020 12:30,1/31/2020 22:12,
 大渝网 , 01-19 ,D2263,  火车  ,汉口,丰都,,,1/19/2020 14:06,1/19/2020 19:54,2/5/2020 0:19,
 新闻夜航，大庆市疾病预防控制中心 , 01-19 ,CA8225,  飞机  ,武汉,大庆,,,1/19/2020 11:55,1/19/2020 19:30,2/7/2020 13:48,
 大渝网 , 01-19 ,K532,  火车  ,武昌,成都东,3号车厢,座位：1排4号,1/19/2020 12:27,1/19/2020 21:19,2/5/2020 0:19,
 重庆市武隆区人民政府 , 01-19 ,D2251,  火车  ,汉口,长寿北,3号车厢,008A座,1/19/2020 7:42,1/19/2020 13:57,2/5/2020 0:19,
 淮南市疾控中心 , 01-19 ,D958,  火车  ,汉口,合肥南,5号车厢,,1/19/2020 13:48,1/19/2020 15:28,1/27/2020 21:24,
 临湘市人民政府 , 01-19 ,K769,  火车  ,武昌站,临湘站,2号车厢,K768/K769,1/19/2020 3:23,1/19/2020 6:34,1/31/2020 22:12,
 淮南市疾控中心 , 01-19 ,G7708,  火车  ,合肥南,淮南南,6号车厢,,1/19/2020 16:18,1/19/2020 16:57,1/27/2020 21:27,
 云南发布 , 01-19 ,JD5840,  飞机  ,武汉,丽江,,座位号5C,1/19/2020 20:50,1/19/2020 23:30,2/4/2020 1:26,
 中国甘肃网 , 01-19 ,D2712,  火车  ,乌鲁木齐,张掖西站,1号车厢,7C,1/19/2020 11:46,1/19/2020 19:32,1/31/2020 22:12,
 朝阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室 , 01-19 ,K7541,  火车  ,沈阳,西丰,4号车厢,,1/19/2020 15:42,1/19/2020 17:50,2/2/2020 15:13,
 济南城市频道 , 01-19 ,G28,  火车  ,合肥南站,济南西站,4号车厢,,1/19/2020 13:29,1/19/2020 15:56,1/31/2020 22:12,
 人民日报 , 01-19 ,川Q29352,  长途客车/大巴  ,宜宾西站,筠连百兴客运站,,,1/19/2020 12:30,1/19/2020 16:50,2/4/2020 1:26,
 济南城市频道 , 01-19 ,K1198,  火车  ,随州,济南大明湖站,15号车厢,K1195/K1198,1/19/2020 13:53,1/20/2020 10:42,1/31/2020 22:12,
 人民日报 , 01-19 ,川Q83596,  长途客车/大巴  ,筠连百兴客运站,大雪山镇,,,1/19/2020 16:50,1/19/2020 23:59,2/4/2020 1:26,
 石家庄日报 , 01-19 ,Z208,  火车  ,武汉,石家庄,7号车厢,,1/19/2020 22:08,1/19/2020 6:35,2/5/2020 0:19,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-19 ,G435,  火车  ,武汉,桂林北,,同趟车的有1049人,1/19/2020 13:29,1/19/2020 18:19,1/28/2020 0:59,
 今日竹山 , 01-19 ,K4541,  火车  ,广水,十堰,8号车厢,无座,1/19/2020 0:00,1/19/2020 6:50,2/5/2020 0:19,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-19 ,K1627,  火车  ,武汉武昌,南宁,,同乘车次151人,1/19/2020 0:42,1/19/2020 19:10,1/28/2020 1:02,
 共青团娄底  , 01-19 ,K1803,  火车  ,武汉武昌,娄底,A2号车厢,0036号座,1/19/2020 9:38,1/19/2020 16:16,2/2/2020 17:44,
 中国甘肃网 , 01-19 ,面包车,  长途客车/大巴  ,张家川县医院（旧址）,龙山镇,,11:00左右,1/19/2020 11:00,1/19/2020 23:59,1/31/2020 22:12,
 共青团娄底  , 01-19 ,K1803,  火车  ,武汉武昌,娄底,11号车厢,无座,1/19/2020 9:38,1/19/2020 16:16,2/2/2020 17:45,
 绵阳晚报 , 01-19 ,D618,  火车  ,武汉,成都东,2号车厢,座位：9-13排,1/19/2020 8:54,1/19/2020 18:50,2/5/2020 0:19,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-19 ,MF8331,  飞机  ,武汉,南宁,,"座位48B,同乘航班122人",1/19/2020 0:00,1/19/2020 23:59,1/28/2020 1:08,
 中国甘肃网 , 01-19 ,面包车,  长途客车/大巴  ,龙山镇,张家川县医院（旧址）,,,1/19/2020 18:00,1/19/2020 19:00,1/31/2020 22:12,
 晋城市疫情防控领导小组办公室  , 01-19 ,晋城16路公交车,  公交车  ,晋城华天易网良仟加盟网吧（晋城市凤台东街131号）,晋城客运东站,,,1/19/2020 7:00,1/19/2020 7:20,2/2/2020 18:24,
 人民日报 , 01-19 ,G1722,  火车  ,武汉,合肥南,,,1/19/2020 8:00,1/19/2020 9:38,2/6/2020 14:56,
 晋城市疫情防控领导小组办公室  , 01-19 ,开往北义城的公交车,  公交车  ,晋城客运东站,北义城,,车上共有5人，其中，4名乘客，1名司机。发病时居住在泽州县北义城镇北义城村红星三巷07号,1/19/2020 7:20,1/19/2020 23:59,2/2/2020 18:26,
 无线睢宁，睢宁县新型肺炎疫情防控工作指挥部办公室 , 01-19 ,G3225,  火车  ,徐州东,睢宁,6号车厢,座位：003B,1/19/2020 14:51,1/19/2020 15:03,2/5/2020 0:19,
 人民日报 , 01-19 ,G352,  火车  ,合肥南,沧州西,,,1/19/2020 9:58,1/19/2020 13:41,2/6/2020 14:56,
 红星新闻、成都市卫健委 , 01-19 ,CZ3441,  飞机  ,武汉,成都,,"5-7排,31-32排",1/19/2020 0:00,1/19/2020 23:59,1/28/2020 16:20,
 扬子晚报 , 01-19 ,南京3号线,  地铁  ,新庄站,柳洲东路站,,20:46-21:23,1/19/2020 20:46,1/19/2020 21:23,1/31/2020 22:12,
 广西卫生健康委员会 , 01-19 ,G529,  火车  ,武汉,北海,7号车厢,座位号：5F,1/19/2020 13:03,1/19/2020 20:59,2/3/2020 14:55,
 扬子晚报 , 01-19 ,南京D3公交车,  公交车  ,南华宾馆站,弘阳广场,,12:00:00,1/19/2020 0:00,1/19/2020 0:00,1/31/2020 22:12,
 河南省鲁山政府 , 01-19 ,C9257,  火车  ,武汉汉口,襄阳东,6号车厢,座位：16B,1/19/2020 9:25,1/19/2020 10:59,2/3/2020 1:49,
 扬子晚报 , 01-19 ,南京D2公交车,  公交车  ,弘阳广场,扬子二村站,,22:00:00,1/19/2020 0:00,1/19/2020 0:00,1/31/2020 22:12,
 河南省鲁山政府 , 01-19 ,K118,  火车  ,襄阳,鲁山,2号车厢,座位：57号,1/19/2020 13:49,1/19/2020 17:08,2/3/2020 1:49,
 凉山州政府新闻办 , 01-19 ,T246/T247,  火车  ,武昌,成都东,12号车厢,卧铺车厢,1/19/2020 19:58,1/20/2020 11:20,2/4/2020 11:06,
 山西发布 , 01-19 ,山西长治长子县鱼鲜人家饭店,  其它公共场所  ,,,,,1/19/2020 18:00,1/19/2020 21:00,1/31/2020 22:12,
 哈尔滨新闻综合频道 , 01-19 ,T182,  火车  ,武汉,哈尔滨,14号车厢,,1/19/2020 14:57,1/19/2020 18:27,2/5/2020 0:19,
 人民日报 , 01-19 ,CZ6425,  飞机  ,武汉,昆明,,,1/19/2020 0:00,1/19/2020 23:59,2/6/2020 14:56,
 郑州晚报 , 01-19 ,G406,  火车  ,武汉,郑州东,14号车厢,,1/19/2020 0:00,1/19/2020 23:59,1/28/2020 16:41,
 宿州广播电视台 , 01-19 ,宿州市顺河集、梅庵集,  其它公共场所  ,,,,去购物,1/19/2020 0:00,1/19/2020 23:59,1/31/2020 22:12,
 广西卫生健康委员会 , 01-19 ,MU2681,  飞机  ,武汉,北海,,座位号：40K,1/19/2020 0:00,1/19/2020 23:59,2/3/2020 15:31,
 广西卫生健康委员会 , 01-19 ,MU2681,  飞机  ,武汉,北海,,座位号：53A,1/19/2020 0:00,1/19/2020 23:59,2/3/2020 15:31,
 化德县人民政府 , 01-19 ,K7920/K7921,  火车  ,呼和浩特,化德,11号车厢,座位：082号,1/19/2020 12:53,1/19/2020 16:26,2/3/2020 16:35,
 人民日报 , 01-19 ,G805,  火车  ,北京西,郑州东,5号车厢,座位：9F,1/19/2020 13:30,1/19/2020 15:55,2/3/2020 16:57,
 沈阳市卫生健康委员会 , 01-19 ,C1118,  火车  ,沈阳北,通辽,,,1/19/2020 15:49,1/19/2020 17:28,2/4/2020 20:23,
 枣庄市卫生健康委员会 , 01-19 ,G41,  火车  ,北京南,泰安,3号车厢,座位：08D,1/19/2020 9:12,1/19/2020 11:17,2/3/2020 1:49,
 吉林省卫生健康委员会 , 01-19 ,G8011,  火车  ,沈阳,长春,2号车厢,5排，系长春武汉输入性病例密切接触者,1/19/2020 13:11,1/19/2020 14:39,2/4/2020 21:07,
 齐鲁晚报、威海市卫生健康委员会 , 01-19 ,D6073,  火车  ,莱阳,威海,2号车厢,,1/19/2020 8:56,1/19/2020 10:10,1/28/2020 16:59,
 绵阳日报社 , 01-19 ,D618/D619,  火车  ,武汉,成都东,2号车厢,9-13排，原文图片错误，正文有修正：T618次应为D618,1/19/2020 8:54,1/19/2020 18:50,2/3/2020 18:08,
 绵阳日报社 , 01-19 ,C6224,  火车  ,成都东,绵阳,3号车厢,1-4排,1/19/2020 20:40,1/19/2020 21:22,2/3/2020 18:18,
 邵阳晶凌微信号 , 01-19 ,G1009,  火车  ,武汉,长沙,6号车厢,,1/19/2020 9:41,1/19/2020 11:07,1/31/2020 22:12,
 邵阳市大祥区人民政府 , 01-19 ,G6417,  火车  ,长沙,邵阳,9号车厢,,1/19/2020 20:01,1/19/2020 21:31,1/31/2020 22:12,
 营口市人民政府 , 01-19 ,BK2786,  飞机  ,深圳,咸阳,,,1/19/2020 0:00,1/19/2020 23:59,2/4/2020 23:08,
 人民日报 , 01-19 ,T123,  火车  ,武昌,衡阳,2号车厢,2车40号,1/19/2020 1:00,1/19/2020 5:00,1/28/2020 17:25,
 营口市人民政府 , 01-19 ,RY8940,  飞机  ,咸阳,南昌,,,1/19/2020 0:00,1/19/2020 23:59,2/4/2020 23:08,
 人民日报 , 01-19 ,G6125,  火车  ,衡阳,永州,第7车厢,7车26D,1/19/2020 20:00,1/19/2020 21:00,1/28/2020 18:32,
 广东省疾控中心 , 01-19 ,星梦邮轮-世界梦号游轮，WD05200119,  轮船  ,广州市南沙区南沙码头,广州市南沙区南沙码头,,"广州市南沙区龙穴大道南广州港南沙集装箱三期码头,途径越南芽庄和岘港",1/19/2020 22:00,1/24/2020 8:30,2/5/2020 0:19,
 新浪黑龙江微博 , 01-19 ,桦川县人民医院,  其它公共场所  ,,,,上午就诊,1/19/2020 0:00,1/19/2020 23:59,2/1/2020 0:11,
 人民日报 , 01-19 ,邢台至巨鹿的公交车,  公交车  ,邢台,巨鹿,,,1/19/2020 8:00,1/19/2020 9:00,2/1/2020 0:11,
 央视新闻 , 01-19 ,河南洛阳洛龙区龙门石窟风景区伊东路与迎宾大道交叉口，龙矿家属院6号楼2单元401室（甜梦小屋民宿）,  其它公共场所  ,,,,晚上入住,1/19/2020 0:00,1/19/2020 23:59,2/1/2020 0:11,
 营口市人民政府 , 01-19 ,C1118,  火车  ,沈阳北,通辽,4号车厢,,1/19/2020 15:49,1/19/2020 17:28,2/4/2020 23:08,
 秦楚网 , 01-19 ,8:00班车,  长途客车/大巴  ,湖北省十堰火车站,湖北省十堰市竹山县汽车客运站,,,1/19/2020 8:00,1/19/2020 23:59,2/5/2020 0:19,
 济南市卫生健康委员会 , 01-19 ,SC4934,  飞机  ,武汉,济南,,,1/19/2020 0:00,1/19/2020 23:59,2/6/2020 17:55,
 靖江市人民政府 , 01-19 ,G1766,  火车  ,武汉,无锡东,,,1/19/2020 7:27,1/19/2020 11:25,2/7/2020 13:04,
 邯郸发布 , 01-19 ,G402,  火车  ,武汉,邯郸东,10号车厢,,1/19/2020 16:21,1/19/2020 19:41,2/3/2020 1:49,
 靖江市人民政府 , 01-19 ,苏B98303,  长途客车/大巴  ,无锡,靖江,,,1/19/2020 11:25,1/19/2020 23:59,2/7/2020 13:05,
 哈尔滨日报 , 01-19 ,D7815,  火车  ,哈尔滨,佳木斯,7号车厢,座次7车03D,1/19/2020 10:50,1/19/2020 13:03,2/1/2020 0:11,
 哈尔滨日报 , 01-19 ,乘坐佳木斯至双鸭山客车,  长途客车/大巴  ,佳木斯,双鸭山,在佳木斯客运站上车,,1/19/2020 13:40,1/19/2020 23:59,2/1/2020 0:11,
 合肥市卫健委 , 01-19 ,D3015,  火车  ,合肥南,汉口,3号车厢,座位：08A,1/19/2020 19:29,1/19/2020 21:33,2/7/2020 13:13,
 新湖南客户端.娄底 , 01-19 ,K1803,  火车  ,武汉武昌,娄底,A3号车厢,A3车厢0048号座,1/19/2020 0:00,1/19/2020 23:59,1/28/2020 23:17,
 人民日报 , 01-19 ,呼和浩特地铁1号线,  地铁  ,机场站,市政府站,,,1/19/2020 11:15,1/19/2020 12:30,2/1/2020 0:11,
 红塔区发布 , 01-19 ,CZ3469,  飞机  ,武汉,昆明,,,1/19/2020 18:00,1/19/2020 21:00,2/5/2020 0:19,
 大渝网、重庆市綦江区新型冠状病毒感染的肺炎疫情 , 01-19 ,CZ3479,  飞机  ,郑州,南宁,,途径重庆,1/19/2020 14:25,1/19/2020 16:20,1/29/2020 12:43,
 大渝网、重庆市綦江区新型冠状病毒感染的肺炎疫情 , 01-19 ,重庆机场中巴渝A87G26,  公交车  ,重庆机场,重庆綦江区,,,1/19/2020 18:00,1/19/2020 19:00,1/29/2020 12:54,
 央视新闻 , 01-19 ,K4541,  火车  ,汉口,成都,3号车厢,,1/19/2020 0:30,1/19/2020 21:29,2/1/2020 11:54,
 央视新闻 , 01-19 ,K608,  火车  ,西安,灵宝,10号车厢,,1/19/2020 13:23,1/19/2020 16:16,2/1/2020 11:54,
 央视新闻 , 01-18 ,K4094,  火车  ,武汉,商丘南,2号车厢,座次12D,1/18/2020 5:50,1/18/2020 15:21,1/29/2020 18:42,
 云南发布 , 01-18 ,K984,  火车  ,昆明,石林,,,1/18/2020 10:55,1/18/2020 23:59,1/29/2020 18:48,
 吉林省卫健委网站 , 01-18 ,K7393,  火车  ,梅河口,通化,,,1/18/2020 0:00,1/18/2020 23:59,1/29/2020 18:49,
 人民日报 , 01-18 ,G73,  火车  ,武汉,衡阳东,13号车厢,座次13车1D号,1/18/2020 0:00,1/18/2020 23:59,1/29/2020 18:51,
 人民日报 , 01-18 ,G1503,  火车  ,衡阳东,全州南,10号车厢,座次10车11B,1/18/2020 0:00,1/18/2020 23:59,1/29/2020 18:52,
 人民日报 , 01-18 ,G508,  火车  ,汉口,鹤壁东,13号车厢,座次13车2C,1/18/2020 0:00,1/18/2020 23:59,1/29/2020 18:57,
 央视新闻 , 01-18 ,T3038,  火车  ,汉口,驻马店,7号车厢,,1/18/2020 8:24,1/18/2020 12:30,1/27/2020 14:00,
 央视新闻 , 01-18 ,驻马店6路公交车,  公交车  ,驻马店火车站,关王庙站,,,1/18/2020 13:00,1/18/2020 15:00,1/27/2020 14:02,
 央视新闻 , 01-18 ,驻马店豫QF0158,  长途客车/大巴  ,驻马店,西平,,,1/18/2020 0:00,1/18/2020 23:59,1/27/2020 14:04,
 央视新闻 , 01-18 ,南京地铁3号线,  地铁  ,南京南站,大行宫站,,,1/18/2020 16:30,1/18/2020 23:59,1/27/2020 14:06,
